brand,title,url,autoship_price,price,old_price,rating
Comfortis,"
        
          
          
          
            ,
             Chewable Tablets for Dogs 5-10 lbs & Cats 4.1-6 lbs, 6 treatments (Pink Box)
          
        
      ",https://www.chewy.com/comfortis-chewable-tablets-dogs-5-10/dp/172960,"
              $96.89
            ","
              $101.99
            ","
							
						",11
Flexprofen,"
        
          
          
          
            ,
             (Carprofen) Chewable Tablets for Dogs, 25-mg, 1 Chewable Tablet
          
        
      ",https://www.chewy.com/flexprofen-carprofen-chewable-tablets/dp/206421,"
              $0.76
            ","
              $0.80
            ","
							
						",10
Bravecto,"
        
          
          
          
            ,
             Topical Solution for Dogs, 22-44 lbs, 1 treatment (Green Box)
          
        
      ",https://www.chewy.com/bravecto-topical-solution-dogs-22-44/dp/172897,,"
              $50.47
            ","
							
                $64.50
              
						",8
Drontal,"
        
          
          
          
            ,
             Plus Taste Tabs for Dogs, over 45 lbs, 1 tablet
          
        
      ",https://www.chewy.com/drontal-plus-taste-tabs-dogs-over-45/dp/173193,"
              $14.01
            ","
              $14.75
            ","
							
						",2
Ursodiol,"
        
          
          
          
            ,
             (Generic) Capsules, 300-mg, 1 capsule
          
        
      ",https://www.chewy.com/ursodiol-generic-capsules-300-mg-1/dp/173771,"
              $1.61
            ","
              $1.69
            ","
							
						",7
PRN Pharmacal,"
        
          
          
          
            ,
             Pet-Ema Dog & Cat Enema, 12-ml
          
        
      ",https://www.chewy.com/prn-pharmacal-pet-ema-dog-cat-enema/dp/219036,,"
              $4.99
            ","
							
                $15.95
              
						",7
Comfortis,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)
          
        
      ",https://www.chewy.com/comfortis-chewable-tablets-dogs-401/dp/172966,"
              $104.49
            ","
              $109.99
            ","
							
						",14
RenaPlus,"
        
          
          
          
            ,
             (Potassium Gluconate) Tablets for Dogs & Cats, 468-mg, 1 tablet
          
        
      ",https://www.chewy.com/renaplus-potassium-gluconate-tablets/dp/173721,,"
              $0.13
            ","
							
						",
Humulin,"
        
          
          
          
            ,
             N Insulin U-100, 10-mL
          
        
      ",https://www.chewy.com/humulin-n-insulin-u-100-10-ml/dp/173551,"
              $155.79
            ","
              $163.99
            ","
							
						",
Adequan,"
        
          
          
          
            ,
             Equine Injectable for Horses 100mg/mL, 5-mL Vial
          
        
      ",https://www.chewy.com/adequan-equine-injectable-horses/dp/184075,"
              $47.49
            ","
              $49.99
            ","
							
                $52.99
              
						",9
UltiCare,"
        
          
          
          
            ,
             UltiGuard Safe Pack Insulin Syringes U-100 31 G x 5/16-in, 0.3-cc, 100 count
          
        
      ",https://www.chewy.com/ulticare-ultiguard-safe-pack-insulin/dp/206416,"
              $25.13
            ","
              $26.45
            ","
							
						",6
PetTest,"
        
          
          
          
            ,
             Advocate Blood Glucose Dog & Cat Monitoring System
          
        
      ",https://www.chewy.com/pettest-advocate-blood-glucose-dog/dp/208169,,"
              $29.95
            ","
							
                $59.99
              
						",26
Derma-Vet,"
        
          
          
          
            ,
             Ointment for Dogs & Cats, 30 mL
          
        
      ",https://www.chewy.com/derma-vet-ointment-dogs-cats-30-ml/dp/184794,"
              $14.15
            ","
              $14.90
            ","
							
						",13
Lysodren,"
        
          
          
          
            ,
             (Mitotane) Tablets, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/lysodren-mitotane-tablets-500-mg-1/dp/173616,"
              $12.82
            ","
              $13.49
            ","
							
						",
Ondansetron,"
        
          
          
          
            ,
             (Generic) Tablets, 4-mg, 1 tablet
          
        
      ",https://www.chewy.com/ondansetron-generic-tablets-4-mg-1/dp/231829,,"
              $0.20
            ","
							
						",5
Famciclovir,"
        
          
          
          
            ,
             (Generic) Tablets, 250-mg, 1 tablet
          
        
      ",https://www.chewy.com/famciclovir-generic-tablets-250-mg-1/dp/204986,"
              $0.33
            ","
              $0.35
            ","
							
						",6
Theophylline,"
        
          
          
          
            ,
             Extended-Release (Generic) Tablets, 400-mg, 1 tablet
          
        
      ",https://www.chewy.com/theophylline-extended-release-generic/dp/185888,"
              $1.19
            ","
              $1.25
            ","
							
						",4
Clindamycin,"
        
          
          
          
            ,
             HCl (Generic) Capsules for Dogs, 75-mg, 1 capsule
          
        
      ",https://www.chewy.com/clindamycin-hcl-generic-capsules-dogs/dp/173448,"
              $0.42
            ","
              $0.44
            ","
							
						",1
Simparica Trio,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 2.8-5.5 lb, 6 treatments (Gold Box)
          
        
      ",https://www.chewy.com/simparica-trio-chewable-tablets-dogs/dp/251343,"
              $123.32
            ","
              $129.81
            ","
							
						",1
Timolol,"
        
          
          
          
            ,
             Maleate (Generic) Ophthalmic Solution 0.5%, 10-mL
          
        
      ",https://www.chewy.com/timolol-maleate-generic-ophthalmic/dp/173757,"
              $11.39
            ","
              $11.99
            ","
							
						",
Credelio,"
        
          
          
          
            ,
             Chewable Tablet for Dogs, 4.4-6 lbs, 1 tablet (Yellow Box)
          
        
      ",https://www.chewy.com/credelio-chewable-tablet-dogs-44-6/dp/175370,"
              $18.99
            ","
              $19.99
            ","
							
						",
Safe-Guard,"
        
          
          
          
            ,
             Equine Paste Horse Dewormer, 25-gm 10%, 1 count
          
        
      ",https://www.chewy.com/safe-guard-equine-paste-horse/dp/201477,"
              $10.44
            ","
              $10.99
            ","
							
						",3
Hydroxyzine,"
        
          
          
          
            ,
             Pamoate (Generic) Capsules, 25-mg, 1 capsule
          
        
      ",https://www.chewy.com/hydroxyzine-pamoate-generic-capsules/dp/173563,"
              $0.12
            ","
              $0.13
            ","
							
						",
Gentamicin,"
        
          
          
          
            ,
             (Generic) Ophthalmic Solution 0.3% for Dogs & Cats, 5-mL
          
        
      ",https://www.chewy.com/gentamicin-generic-ophthalmic/dp/173541,"
              $9.76
            ","
              $10.27
            ","
							
						",6
PetTest,"
        
          
          
          
            ,
             Advocate Blood Glucose Test Strips, 50 count
          
        
      ",https://www.chewy.com/pettest-advocate-blood-glucose-test/dp/208171,,"
              $39.95
            ","
							
                $54.99
              
						",7
Baytril,"
        
          
          
          
            ,
             (Enrofloxacin) Taste Tabs for Dogs & Cats, 136-mg, 1 flavored tablet
          
        
      ",https://www.chewy.com/baytril-enrofloxacin-taste-tabs-dogs/dp/173172,"
              $3.04
            ","
              $3.20
            ","
							
						",5
Simparica,"
        
          
          
          
            ,
             Chewable Tablets for Dogs, 2.8-5.5 lbs, 6 treatments (Yellow Box)
          
        
      ",https://www.chewy.com/simparica-chewable-tablets-dogs-28-55/dp/173117,"
              $80.91
            ","
              $85.17
            ","
							
                $94.00
              
						",10
UltiCare,"
        
          
          
          
            ,
             Insulin Syringes U-40 29 G x 0.5-in, 0.3-cc, 100 count
          
        
      ",https://www.chewy.com/ulticare-insulin-syringes-u-40-29-g-x/dp/206315,"
              $22.79
            ","
              $23.99
            ","
							
						",10
Bute,"
        
          
          
          
            ,
             Phenylbutazone Powder for Horses, 2.2 lbs
          
        
      ",https://www.chewy.com/bute-phenylbutazone-powder-horses-22/dp/184091,"
              $36.57
            ","
              $38.49
            ","
							
                $41.28
              
						",7
Mupirocin,"
        
          
          
          
            ,
             (Generic) Ointment 2%, 22-gm tube
          
        
      ",https://www.chewy.com/mupirocin-generic-ointment-2-22-gm/dp/231828,,"
              $9.99
            ","
							
						",8
Simplicef,"
        
          
          
          
            ,
             (Cefpodoxime Proxetil) Tablets for Dogs, 100-mg, 1 tablet
          
        
      ",https://www.chewy.com/simplicef-cefpodoxime-proxetil/dp/173141,,"
              $1.87
            ","
							
						",6
Clavacillin,"
        
          
          
          
            ,
             (amoxicillin trihydrate/clavulanate potassium) Tablets for Dogs & Cats, 62.5-mg, 1 …
          
        
      ",https://www.chewy.com/clavacillin-amoxicillin/dp/208461,,"
              $0.46
            ","
							
						",7
Tylosin,"
        
          
          
          
            ,
             Tartrate (Generic) Soluble Powder, 100-g
          
        
      ",https://www.chewy.com/tylosin-tartrate-generic-soluble/dp/202382,"
              $39.89
            ","
              $41.99
            ","
							
						",6
Palladia,"
        
          
          
          
            ,
             Tablets for Dogs, 15-mg, 1 tablet
          
        
      ",https://www.chewy.com/palladia-tablets-dogs-15-mg-1-tablet/dp/173064,,"
              $9.00
            ","
							
						",5
RenaPlus,"
        
          
          
          
            ,
             (Potassium Gluconate) Powder for Dogs & Cats, 4-oz
          
        
      ",https://www.chewy.com/renaplus-potassium-gluconate-powder/dp/173719,,"
              $13.99
            ","
							
						",
Surolan,"
        
          
          
          
            ,
             Otic Suspension for Dogs, 15-mL
          
        
      ",https://www.chewy.com/surolan-otic-suspension-dogs-15-ml/dp/173005,"
              $28.97
            ","
              $30.49
            ","
							
						",10
Piroxicam,"
        
          
          
          
            ,
             (Generic) Capsules, 10-mg, 1 capsule
          
        
      ",https://www.chewy.com/piroxicam-generic-capsules-10-mg-1/dp/173687,"
              $0.85
            ","
              $0.89
            ","
							
						",1
Ichon,"
        
          
          
          
            ,
             Sterile Post-Surgical Lavage for Dogs, Cats & Horses 100 mg/mL, 5-mL
          
        
      ",https://www.chewy.com/ichon-sterile-post-surgical-lavage/dp/173566,"
              $25.17
            ","
              $26.49
            ","
							
						",6
Merck,"
        
          
          
          
            ,
             Insulin Syringes U-40 29 Gauge x 0.5-in, 1 mL, 100 syringes
          
        
      ",https://www.chewy.com/merck-insulin-syringes-u-40-29-gauge/dp/200773,,"
              $54.40
            ","
							
                $60.40
              
						",9
Amoxi-Drops,"
        
          
          
          
            ,
            Amoxi-Drop (Amoxicillin) Oral Suspension for Dogs & Cats, 50-mg, 15-mL
          
        
      ",https://www.chewy.com/amoxi-drop-amoxicillin-oral/dp/173035,,"
              $7.56
            ","
							
						",1
Amoxicillin,"
        
          
          
          
            ,
             (Generic) Capsules for Dogs & Cats, 500-mg, 1 capsule
          
        
      ",https://www.chewy.com/amoxicillin-generic-capsules-dogs/dp/173379,"
              $0.11
            ","
              $0.12
            ","
							
						",3
Bravecto,"
        
          
          
          
            ,
             Topical Solution for Dogs, 4.4-9.9 lbs, 1 treatment (Yellow Box)
          
        
      ",https://www.chewy.com/bravecto-topical-solution-dogs-44-99/dp/172893,,"
              $50.47
            ","
							
                $64.50
              
						",7
Chloramphenicol,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/chloramphenicol-generic-tablets-dogs/dp/173429,"
              $0.37
            ","
              $0.39
            ","
							
						",6
Azathioprine,"
        
          
          
          
            ,
             (Generic) Tablets, 50-mg, 1 tablet
          
        
      ",https://www.chewy.com/azathioprine-generic-tablets-50-mg-1/dp/173391,"
              $0.33
            ","
              $0.35
            ","
							
						",
Fluoxetine,"
        
          
          
          
            ,
             (Generic) Oral Solution, 20 mg/5mL, 4-oz bottle
          
        
      ",https://www.chewy.com/fluoxetine-generic-oral-solution-20/dp/220063,"
              $45.59
            ","
              $47.99
            ","
							
						",2
Furosemide,"
        
          
          
          
            ,
             (Generic) Oral Solution for Dogs, 10 mg/mL, 60-cc
          
        
      ",https://www.chewy.com/furosemide-generic-oral-solution-dogs/dp/173525,"
              $10.89
            ","
              $11.46
            ","
							
						",4
Diltiazem,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 30-mg, 1 tablet
          
        
      ",https://www.chewy.com/diltiazem-hcl-generic-tablets-30-mg-1/dp/173471,"
              $0.12
            ","
              $0.13
            ","
							
						",
Bravecto,"
        
          
          
          
            ,
             Topical Solution for Dogs, 88-123 lbs, 1 treatment (Pink Box)
          
        
      ",https://www.chewy.com/bravecto-topical-solution-dogs-88-123/dp/172901,,"
              $50.47
            ","
							
                $64.50
              
						",5
UltiCare,"
        
          
          
          
            ,
             UltiGuard Safe Pack Insulin Syringes U-100 31 G x 5/16-in 1/2 Unit Markings, 0.3-cc, 1…
          
        
      ",https://www.chewy.com/ulticare-ultiguard-safe-pack-insulin/dp/206414,"
              $25.13
            ","
              $26.45
            ","
							
						",1
Mycophenolate,"
        
          
          
          
            ,
             Mofetil (Generic) Tablets, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/mycophenolate-mofetil-generic-tablets/dp/176368,"
              $0.56
            ","
              $0.59
            ","
							
						",3
Baytril,"
        
          
          
          
            ,
             (Enrofloxacin) Tablets for Dogs & Cats, 68.0-mg, 1 tablet
          
        
      ",https://www.chewy.com/baytril-enrofloxacin-tablets-dogs/dp/173171,"
              $1.51
            ","
              $1.59
            ","
							
						",7
Ketorolac,"
        
          
          
          
            ,
             Tromethamine (Generic) Ophthalmic Solution 0.5%, 10-mL bottle
          
        
      ",https://www.chewy.com/ketorolac-tromethamine-generic/dp/231825,,"
              $26.50
            ","
							
						",
Centragard,"
        
          
          
          
            ,
             for Cats 5.6-16.5 lbs, 3 treatment (Red Box)
          
        
      ",https://www.chewy.com/centragard-cats-56-165-lbs-3/dp/180702,"
              $41.13
            ","
              $43.29
            ","
							
						",9
Triamcinolone Acetonide,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs & Cats, 1.5-mg, 1 tablet
          
        
      ",https://www.chewy.com/triamcinolone-acetonide-generic/dp/173762,"
              $0.30
            ","
              $0.32
            ","
							
						",8
Neo-Poly-Bac,"
        
          
          
          
            ,
             with Hydrocortisone (Generic) Ophthalmic Ointment for Dogs & Cats, 3.5-g
          
        
      ",https://www.chewy.com/neo-poly-bac-hydrocortisone-generic/dp/173405,"
              $11.68
            ","
              $12.29
            ","
							
						",3
Regu-Mate,"
        
          
          
          
            ,
             (Altrenogest) Solution for Horses, 1000-mL
          
        
      ",https://www.chewy.com/regu-mate-altrenogest-solution-horses/dp/201471,,"
              $150.43
            ","
							
                $204.04
              
						",
Mometavet,"
        
          
          
          
            ,
             Otic Suspension for Dogs, 30 g
          
        
      ",https://www.chewy.com/mometavet-otic-suspension-dogs-30-g/dp/244595,,"
              $31.49
            ","
							
                $36.12
              
						",
UltiCare,"
        
          
          
          
            ,
             Insulin Syringes U-100 28 G x 0.5-in, 0.5-cc, 100 count
          
        
      ",https://www.chewy.com/ulticare-insulin-syringes-u-100-28-g/dp/206411,"
              $15.25
            ","
              $16.05
            ","
							
						",
Neo-Poly,"
        
          
          
          
            ,
             Gramicidin Ophthalmic Solution, 10-mL
          
        
      ",https://www.chewy.com/neo-poly-gramicidin-ophthalmic/dp/204740,"
              $24.22
            ","
              $25.49
            ","
							
						",5
Vetivex,"
        
          
          
          
            ,
             pHyLyte Solution for Dogs, Cats & Horses, 1-L
          
        
      ",https://www.chewy.com/vetivex-phylyte-solution-dogs-cats/dp/208427,"
              $10.89
            ","
              $11.46
            ","
							
						",
Iverhart Max,"
        
          
          
          
            ,
             Soft Chew 6-12 lbs, 6 treatments (Purple Box)
          
        
      ",https://www.chewy.com/iverhart-max-soft-chew-6-12-lbs-6/dp/181624,"
              $33.61
            ","
              $35.38
            ","
							
                $39.00
              
						",4
Terbutaline,"
        
          
          
          
            ,
             Sulfate (Generic) Tablets, 2.5-mg, 1 tablet
          
        
      ",https://www.chewy.com/terbutaline-sulfate-generic-tablets/dp/173745,"
              $3.66
            ","
              $3.85
            ","
							
						",
Four Paws,"
        
          
          
          
            ,
             Quick & Easy Pill Dispenser
          
        
      ",https://www.chewy.com/four-paws-quick-easy-pill-dispenser/dp/52747,,"
              $4.49
            ","
							
						",88
Vetsulin,"
        
          
          
          
            ,
             Insulin U-40 Cartridge for Vetpen, 1 cartridge of 2.7-mL
          
        
      ",https://www.chewy.com/vetsulin-insulin-u-40-cartridge/dp/200770,,"
              $20.20
            ","
							
                $25.77
              
						",6
VetOne,"
        
          
          
          
            ,
             Insulin Syringes/Needles U-100 29 Gauge x 0.5-in, 0.3-cc, 10 count
          
        
      ",https://www.chewy.com/vetone-insulin-syringesneedles-u-100/dp/173568,"
              $3.32
            ","
              $3.49
            ","
							
						",1
Drontal,"
        
          
          
          
            ,
             Plus Taste Tabs for Dogs, 26-60 lbs, 1 tablet
          
        
      ",https://www.chewy.com/drontal-plus-taste-tabs-dogs-26-60/dp/173192,"
              $7.84
            ","
              $8.25
            ","
							
						",1
Banamine,"
        
          
          
          
            ,
             (flunixin meglumine) Paste for Horses, 30-gm syringe
          
        
      ",https://www.chewy.com/banamine-flunixin-meglumine-paste/dp/201473,,"
              $27.49
            ","
							
                $47.14
              
						",3
Orbax,"
        
          
          
          
            ,
             Oral Suspension for Dogs & Cats, 30 mg/mL, 20-mL
          
        
      ",https://www.chewy.com/orbax-oral-suspension-dogs-cats-30/dp/172921,,"
              $63.32
            ","
							
						",9
Isoxsuprine,"
        
          
          
          
            ,
             for Horses, 20 mg , 1000 tablets
          
        
      ",https://www.chewy.com/isoxsuprine-horses-20-mg-1000-tablets/dp/184180,"
              $28.49
            ","
              $29.99
            ","
							
                $33.84
              
						",2
Doxycycline,"
        
          
          
          
            ,
             Hyclate (Generic) Capsules, 100-mg, 1 capsule
          
        
      ",https://www.chewy.com/doxycycline-hyclate-generic-capsules/dp/173486,"
              $0.19
            ","
              $0.20
            ","
							
						",4
Drontal,"
        
          
          
          
            ,
             Plus Taste Tabs for Dogs, 2-25 lbs, 1 tablet
          
        
      ",https://www.chewy.com/drontal-plus-taste-tabs-dogs-2-25-lbs/dp/173189,"
              $3.32
            ","
              $3.50
            ","
							
						",2
Drontal,"
        
          
          
          
            ,
             Plus Tablets for Dogs, 2-25 lbs, 1 tablet
          
        
      ",https://www.chewy.com/drontal-plus-tablets-dogs-2-25-lbs-1/dp/173183,"
              $3.79
            ","
              $3.99
            ","
							
						",4
Diphenhydramine,"
        
          
          
          
            ,
             HCl (Generic) Capsules, 25-mg, 1 capsule
          
        
      ",https://www.chewy.com/diphenhydramine-hcl-generic-capsules/dp/173475,"
              $0.02
            ","
              $0.02
            ","
							
						",
Buspirone,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 5-mg, 1 tablet
          
        
      ",https://www.chewy.com/buspirone-hcl-generic-tablets-5-mg-1/dp/173407,"
              $0.08
            ","
              $0.08
            ","
							
						",
Dexamethasone,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs & Cats, 0.5-mg, 1 tablet
          
        
      ",https://www.chewy.com/dexamethasone-generic-tablets-dogs/dp/173462,"
              $0.13
            ","
              $0.14
            ","
							
						",
Osurnia,"
        
          
          
          
            ,
             Otic Gel for Dogs, 1-mL, 2 tubes
          
        
      ",https://www.chewy.com/osurnia-otic-gel-dogs-1-ml-2-tubes/dp/173003,"
              $40.37
            ","
              $42.49
            ","
							
						",4
AlphaTRAK,"
        
          
          
          
            ,
             2 Blood Glucose Test Control Solution for Dogs & Cats
          
        
      ",https://www.chewy.com/alphatrak-2-blood-glucose-test/dp/175785,,"
              $18.89
            ","
							
						",3
Miconazole,"
        
          
          
          
            ,
             Nitrate (Generic) Lotion 1% for Dogs & Cats, 60-mL
          
        
      ",https://www.chewy.com/miconazole-nitrate-generic-lotion-1/dp/173643,"
              $9.02
            ","
              $9.49
            ","
							
						",1
21st Century Essential Pet,"
        
          
          
          
            ,
             Pill Gun Pill Dispenser For Dogs & Cats, 1 count
          
        
      ",https://www.chewy.com/21st-century-essential-pet-pill-gun/dp/188151,"
              $5.18
            ","
              $5.45
            ","
							
						",9
Cyproheptadine,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 4-mg, 1 tablet
          
        
      ",https://www.chewy.com/cyproheptadine-hcl-generic-tablets-4/dp/173458,"
              $0.75
            ","
              $0.79
            ","
							
						",2
Fludrocortisone,"
        
          
          
          
            ,
             Acetate (Generic) Tablets, 0.1-mg, 1 tablet
          
        
      ",https://www.chewy.com/fludrocortisone-acetate-generic/dp/173516,"
              $0.62
            ","
              $0.65
            ","
							
						",
Drontal,"
        
          
          
          
            ,
             Plus Tablets for Dogs, 26-60 lbs, 1 tablet
          
        
      ",https://www.chewy.com/drontal-plus-tablets-dogs-26-60-lbs-1/dp/173185,"
              $9.49
            ","
              $9.99
            ","
							
						",2
Albon,"
        
          
          
          
            ,
             Tablets for Dogs & Cats, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/albon-tablets-dogs-cats-500-mg-1/dp/173025,,"
              $0.76
            ","
							
						",7
Itraconazole,"
        
          
          
          
            ,
             (Generic) Capsules, 100-mg, 1 capsule
          
        
      ",https://www.chewy.com/itraconazole-generic-capsules-100-mg/dp/204989,"
              $1.89
            ","
              $1.99
            ","
							
						",
Theophylline Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 50-mg, 1 Capsule
          
        
      ",https://www.chewy.com/theophylline-compounded-capsule-dogs/dp/272750,"
              $0.86
            ","
              $0.91
            ","
							
						",
Albon,"
        
          
          
          
            ,
             Oral Suspension 5% for Dogs & Cats, 16-oz
          
        
      ",https://www.chewy.com/albon-oral-suspension-5-dogs-cats-16/dp/173028,,"
              $104.83
            ","
							
						",2
Cisapride Compounded,"
        
          
          
          
            ,
             Oral Liquid Tuna Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/cisapride-compounded-oral-liquid-tuna/dp/272944,"
              $28.64
            ","
              $30.15
            ","
							
						",1
Clintabs,"
        
          
          
          
            ,
             (Clindamycin HCl) Tablets for Dogs, 25-mg, 1 tablet
          
        
      ",https://www.chewy.com/clintabs-clindamycin-hcl-tablets-dogs/dp/173444,"
              $0.55
            ","
              $0.58
            ","
							
						",
Pimobendan Compounded,"
        
          
          
          
            ,
             Oral Liquid Beef Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/pimobendan-compounded-oral-liquid/dp/272842,"
              $66.97
            ","
              $70.50
            ","
							
						",
Amoxi-Tabs,"
        
          
          
          
            ,
             (Amoxicillin) Tablets for Dogs & Cats, 100-mg, 1 tablet
          
        
      ",https://www.chewy.com/amoxi-tabs-amoxicillin-tablets-dogs/dp/173039,,"
              $0.32
            ","
							
						",7
Pimobendan Compounded,"
        
          
          
          
            ,
             Soft Chew Chicken Flavored for Dogs, 3-mg, 60 Soft Chews
          
        
      ",https://www.chewy.com/pimobendan-compounded-soft-chew/dp/288013,"
              $98.61
            ","
              $103.80
            ","
							
						",1
Senergy,"
        
          
          
          
            ,
             Topical Solution for Cats, 5.1 to 15 lbs (Blue Box), 3 treatment
          
        
      ",https://www.chewy.com/senergy-topical-solution-cats-51-to/dp/269477,"
              $40.42
            ","
              $42.55
            ","
							
						",
Bravecto,"
        
          
          
          
            ,
             Topical Solution for Cats, 2.6-6.2 lbs, 1 treatment (Green Box)
          
        
      ",https://www.chewy.com/bravecto-topical-solution-cats-26-62/dp/172887,,"
              $52.52
            ","
							
                $63.00
              
						",5
Aspirin,"
        
          
          
          
            ,
             Powder for Dogs and Horses Apple Flavor, 1 pound
          
        
      ",https://www.chewy.com/aspirin-powder-dogs-horses-apple/dp/187630,"
              $17.37
            ","
              $18.28
            ","
							
						",2
PanaKare Plus,"
        
          
          
          
            ,
             Tablets for Dogs & Cats, 425 mg, 1 tablet
          
        
      ",https://www.chewy.com/panakare-plus-tablets-dogs-cats-425/dp/204747,,"
              $0.15
            ","
							
						",
Methylprednisolone,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs & Cats, 4-mg, 1 tablet
          
        
      ",https://www.chewy.com/methylprednisolone-generic-tablets/dp/173635,"
              $0.44
            ","
              $0.46
            ","
							
						",
Digoxin,"
        
          
          
          
            ,
             (Generic) Tablets, 0.125-mg, 1 tablet
          
        
      ",https://www.chewy.com/digoxin-generic-tablets-0125-mg-1/dp/173468,"
              $0.57
            ","
              $0.60
            ","
							
						",
Profender,"
        
          
          
          
            ,
             Topical Solution for Cats, 2.2-5.5 lbs, 1 treatment (Green Box)
          
        
      ",https://www.chewy.com/profender-topical-solution-cats-22-55/dp/173195,"
              $9.26
            ","
              $9.75
            ","
							
						",1
Droncit,"
        
          
          
          
            ,
             Tablets for Dogs, 34-mg, 1 tablet
          
        
      ",https://www.chewy.com/droncit-tablets-dogs-34-mg-1-tablet/dp/173179,"
              $3.42
            ","
              $3.60
            ","
							
						",2
Milbemite,"
        
          
          
          
            ,
             Otic Solution for Cats, 2 tube
          
        
      ",https://www.chewy.com/milbemite-otic-solution-cats-2-tube/dp/180451,"
              $20.89
            ","
              $21.99
            ","
							
						",2
Ciprofloxacin,"
        
          
          
          
            ,
             (Generic) Ophthalmic Solution .3%, 5-mL
          
        
      ",https://www.chewy.com/ciprofloxacin-generic-ophthalmic/dp/173437,"
              $9.97
            ","
              $10.49
            ","
							
						",
Azithromycin,"
        
          
          
          
            ,
             (Generic) Flavored for Oral Suspension, 200 mg/5 mL, 15-mL bottle
          
        
      ",https://www.chewy.com/azithromycin-generic-flavored-oral/dp/176389,,"
              $21.99
            ","
							
                $25.22
              
						",4
Fluoxetine HCl  Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 5-mg, 1 Capsule
          
        
      ",https://www.chewy.com/fluoxetine-hcl-compounded-capsule/dp/272661,"
              $0.55
            ","
              $0.58
            ","
							
						",
ReBalance,"
        
          
          
          
            ,
             Antiprotozoal Oral Suspension for Horses, 1-qt
          
        
      ",https://www.chewy.com/rebalance-antiprotozoal-oral/dp/204766,,"
              $143.94
            ","
							
						",3
Medrol,"
        
          
          
          
            ,
             (Methylprednisolone) Tablets for Dogs & Cats, 4-mg, 1 tablet
          
        
      ",https://www.chewy.com/medrol-methylprednisolone-tablets/dp/227467,,"
              $0.46
            ","
							
						",3
Leukeran,"
        
          
          
          
            ,
             (Chlorambucil) Tablets, 2-mg, 1 tablet
          
        
      ",https://www.chewy.com/leukeran-chlorambucil-tablets-2-mg-1/dp/173590,"
              $29.13
            ","
              $30.66
            ","
							
						",2
Sulfasalazine,"
        
          
          
          
            ,
             (Generic) Tablets, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/sulfasalazine-generic-tablets-500-mg/dp/173740,"
              $0.21
            ","
              $0.22
            ","
							
						",
Allopurinol,"
        
          
          
          
            ,
             (Generic) Tablets, 300-mg, 1 tablet
          
        
      ",https://www.chewy.com/allopurinol-generic-tablets-300-mg-1/dp/173358,"
              $0.19
            ","
              $0.20
            ","
							
						",
Cefpoderm,"
        
          
          
          
            ,
             (cefpodoxime proxetil) Tablets for Dogs, 100-mg, 1 tablet
          
        
      ",https://www.chewy.com/cefpoderm-cefpodoxime-proxetil/dp/208466,,"
              $0.79
            ","
							
						",
Panacur,"
        
          
          
          
            ,
             Suspension Horse Dewormer, 1 liter bottle
          
        
      ",https://www.chewy.com/panacur-suspension-horse-dewormer-1/dp/201475,,"
              $130.99
            ","
							
						",4
Metronidazole Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 50-mg, 1 Capsule
          
        
      ",https://www.chewy.com/metronidazole-compounded-capsule-dogs/dp/272678,"
              $0.62
            ","
              $0.65
            ","
							
						",
Misoprostol,"
        
          
          
          
            ,
             (Generic) Tablets, 200-mcg, 1 tablet
          
        
      ",https://www.chewy.com/misoprostol-generic-tablets-200-mcg-1/dp/173652,"
              $1.31
            ","
              $1.38
            ","
							
						",
PetTest,"
        
          
          
          
            ,
             Advocate Twist Top Lancets, 50 count
          
        
      ",https://www.chewy.com/pettest-advocate-twist-top-lancets-50/dp/208173,,"
              $7.99
            ","
							
						",
Metronidazole Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 50-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/metronidazole-compounded-oral-liquid/dp/272921,"
              $28.45
            ","
              $29.95
            ","
							
						",
Fluoxetine HCl  Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/fluoxetine-hcl-compounded-oral-liquid/dp/272901,"
              $32.00
            ","
              $33.68
            ","
							
						",
